Tipo_de_identificación_del_usuario,Numero_de_Identificacion,Primer_apellido_del_usuario,Segundo_apellido_del_usuario,Primer_nombre_del_usuario,Segundo_nombre_del_usuario,Fecha_de_Nacimiento,Sexo,Edad,PESO,ciudad
CC,31435335669669669,GIRALDO,RAMIREZ,LIANA,CRISTINA,"1984-08-24 00:00:00",F,38,63.7,CTN-21
CC,162346599670670670,PIEDRAHITA,ALZATE,NONE,WILLIAM,"1979-04-14 00:00:00",M,43,73,BOG-17
CC,1114211804671671671,JIMENEZ,RIVAS,NONE,ESTEBAN,"1995-06-27 00:00:00",M,27,81.3,CTN-22
CC,16221539672672672,GARCIA,RESTREPO,JOSE,ASMED,"1967-05-01 00:00:00",M,55,73,BOG-18
CC,10063088996673673673,SALAZAR,ARMERO,KEVIN,ALBERTO,"2001-12-20 00:00:00",M,21,94,CTN-23
CC,111499285992674674674,QUIROZ,VARGAS,LINA,MARCELA,"1988-11-16 00:00:00",F,34,67,BOG-19
CC,629931399675675675,LOPEZ,SERNA,NONE,FERNEY,"1959-05-30 00:00:00",M,63,80,CTN-24
CC,111299996562676676676,BENITEZ,CASTAO,JUAN,PABLO,"1992-07-23 00:00:00",M,30,85,BOG-20
CC,29619069677677677,CASTILLO,SABOGAL,MARIA,ADALGISA,"1931-09-06 00:00:00",F,91,57,CTN-25
CC,31422281678678678,RUIZ,LOPEZ,SANDRA,LORENA,"1975-03-19 00:00:00",F,48,68,BOG-21
CC,314329899679679679,ECHEVERRY,ARREDONDO,INGRID,JOHANNA,"1983-02-24 00:00:00",F,40,89,CTN-26
CC,314294994680680680,VELASQUEZ,MARIN,MARIA,ISABEL,"1980-06-12 00:00:00",F,42,84,BOG-22
CC,11129962803681681681,MOJICA,RAMIREZ,HECTOR,FABIO,"1987-10-19 00:00:00",M,35,87,CTN-27
CC,4860322682682682,GUZMAN,CRUZ,JOSE,EUCADIO,"1971-06-26 00:00:00",M,51,61,BOG-23
CC,162065995683683683,RAMIREZ,GUTIERREZ,NONE,OSWALDO,"1957-10-24 00:00:00",M,65,82,CTN-28
CC,31410669684684684,GUTIERREZ,IDARRAGA,GLORIA,MERCEDES,"1967-02-16 00:00:00",F,56,58,BOG-24
CC,16214155685685685,BOLIVAR,GOMEZ,ORLANDO,ANTONIO,"1961-07-21 00:00:00",M,61,74,CTN-29
CC,31421384686686686,ARBOLEDA,CARDONA,NONE,YASMIN,"1973-06-11 00:00:00",F,49,92,BOG-25
CC,24320483687687687,ESCOBAR,MAZUERA,GLORIA,MATILDE,"1956-07-12 00:00:00",F,66,55,CTN-30
CC,3140992999688688688,VALENCIA,GUTIERREZ,MARIA,LUISA,"1962-09-11 00:00:00",F,60,64,BOG-26
CC,31405659689689689,GARCIA,LLANOS,NONE,NANCY,"1959-08-19 00:00:00",F,63,62,CTN-31
CC,31436382690690690,MOLINA,ALVAREZ,NONE,JOHANA,"1985-06-23 00:00:00",F,37,73,BOG-27
CC,31431135691691691,VILLEGAS,LUJAN,LEIDY,DIANA,"1982-01-08 00:00:00",F,41,60,CTN-32
CC,31399596692692692,GIRALDO,GOMEZ,GLORIA,AMPARO,"1958-12-03 00:00:00",F,64,55.6,BOG-28
CC,16224898693693693,BURBANO,SANDOVAL,FABIO,HERNAN,"1970-11-14 00:00:00",M,52,75,CTN-33
CC,1085918086694694694,CORTES,SANCHEZ,GLADYS,ADRIANA,"1990-02-10 00:00:00",F,33,78,BOG-29
CC,299899944695695695,HOYOS,"DE SALAZAR",NONE,CONSUELO,"1943-05-17 00:00:00",F,79,43,CTN-34
CC,162238899696696696,BARCENAS,IBARRA,JESUS,MARIA,"1969-04-24 00:00:00",M,53,92,BOG-30
CC,1622999944697697697,JIMENEZ,VALENCIA,JOSE,EUGENIO,"1971-09-28 00:00:00",M,51,87.6,CTN-35
CC,16231914698698698,ZAPATA,VARGAS,JOHN,HENRY,"1977-02-05 00:00:00",M,46,73,BOG-31
CC,11258123199699699699,PEREZ,NONE,NONE,SEBASTIAN,"1999-12-30 00:00:00",M,23,51,CTN-36
CC,31403952700700700,TOBON,MORALES,MARIA,PATRICIA,"1962-03-23 00:00:00",F,61,74.6,BOG-32
CC,314023996701701701,CANDELA,MONTILLO,ALBA,LUCIA,"1957-01-08 00:00:00",F,66,77.2,CTN-37
CC,10034126702702702,VILLADA,ESCOBAR,WILLIAM,GEOVANY,"1976-08-06 00:00:00",M,46,71,BOG-33
CC,2524929999703703703,RAMIREZ,OSPINA,CLAUDIA,PATRICIA,"1981-09-18 00:00:00",F,41,69.1,CTN-38
CC,99938594704704704,AYALA,MARIN,JORGE,ANDRES,"1983-10-19 00:00:00",M,39,91,BOG-34
CC,6680299999705705705,CUBIDES,FEIJOO,SANDRA,JHOHANA,"1977-09-01 00:00:00",F,45,72,CTN-39
CC,29392296706706706,DUQUE,SUAREZ,MARIA,FABIOLA,"1949-06-27 00:00:00",F,73,75,BOG-35
CC,1006318552707707707,CORRALES,GARCIA,EDINSON,DAVID,"2000-10-17 00:00:00",M,22,74,CTN-40
CC,1112996599999708708708,ROMAN,VERGARA,NONE,YHENIFER,"1988-12-07 00:00:00",F,34,58,BOG-36
CC,11129981352709709709,LOAIZA,HERRERA,ELIANA,ALEJANDRA,"1994-02-08 00:00:00",F,29,68,CTN-41
CC,10063189903710710710,RAMIREZ,DAZA,YISELLE,CAMILA,"2001-04-14 00:00:00",F,21,97,BOG-37
CC,4335806711711711,CARVAJAL,VALENCIA,JESUS,ANTONIO,"1956-10-14 00:00:00",M,66,65.6,CTN-42
CC,42158343712712712,RESTREPO,AGUDELO,MARIA,ELENA,"1983-05-29 00:00:00",F,39,72,BOG-38
CC,31499113713713713,SIERRA,FACUNDO,LUISA,FERNANDA,"1982-10-12 00:00:00",F,40,51.2,CTN-43
CC,30298946714714714,CORTES,HERRERA,BLANCA,NUBIA,"1965-05-14 00:00:00",F,57,78,BOG-39
CC,314159952715715715,MURILLO,OSORIO,GLORIA,ELENA,"1969-06-12 00:00:00",F,53,84,CTN-44
CC,6550529716716716,OCAMPO,VIDAL,NONE,EDWIN,"1983-07-23 00:00:00",M,39,84,BOG-40
CC,29393392717717717,VALENCIA,ESPINOSA,NONE,GLORIA,"1952-03-16 00:00:00",F,71,65,CTN-45
CC,314369928718718718,PEA,GOMEZ,SANDRA,LILIANA,"1982-12-05 00:00:00",F,40,56,BOG-41
CC,1459954998719719719,CORRALES,FRANCO,FRANCISCO,JAVIER,"1974-06-29 00:00:00",M,48,75.9,CTN-46
CC,16228923720720720,VELEZ,GALLON,HECTOR,JAIME,"1974-07-29 00:00:00",M,48,81,BOG-42
CC,29381233721721721,VARGAS,ESCOBAR,NONE,ALICIA,"1945-02-10 00:00:00",F,78,68,CTN-47
CC,16206132722722722,AGUDELO,BETANCUR,MIGUEL,ANGEL,"1954-06-09 00:00:00",M,68,60.6,BOG-43
CC,12250890199723723723,GOMEZ,OSPINA,ANDRES,STIVEN,"1997-05-22 00:00:00",M,25,74.7,CTN-48
CC,314135499724724724,TORRES,CARDONA,MARTHA,LUCIA,"1969-03-10 00:00:00",F,54,NULL,BOG-44
CC,385990081725725725,OROZCO,GARZON,LUZ,AMANDA,"1966-11-09 00:00:00",F,56,57.3,CTN-49
CC,82260468726726726,RAMIREZ,MARIN,WILDER,YEDILSON,"1983-12-12 00:00:00",M,39,66,BOG-45
CC,314299069727727727,OREJUELA,LOPEZ,NONE,JACKELINE,"1978-10-02 00:00:00",F,44,66.4,CTN-50
CC,13352999569728728728,RAMIREZ,VELASQUEZ,JOHANNA,MARCELA,"1990-04-08 00:00:00",F,32,82,BOG-46
CC,291599065729729729,RIVERA,RAMIREZ,GLORIA,PATRICIA,"1970-08-16 00:00:00",F,52,70,CTN-51
CC,3140399998730730730,RAMOS,RIAO,NONE,LYDA,"1961-06-21 00:00:00",F,61,96,BOG-47
PT,33899352731731731,HERRERA,OVIEDO,ROSSIO,CELESTE,"1991-08-08 00:00:00",F,31,60,CTN-52
CC,10029918592732732732,CARDONA,PAJOY,JICELA,TATIANA,"2001-07-10 00:00:00",F,21,66,BOG-48
CC,291569903733733733,CASTAO,URIBE,FRANCIA,ELENA,"1967-11-02 00:00:00",F,55,82.7,CTN-53
CC,111299583399734734734,VASQUEZ,ISAZA,ERIKA,JULIETH,"1986-02-21 00:00:00",F,37,66,BOG-49
CC,10099409432735735735,OSORIO,ACOSTA,MAICOL,ALEXANDER,"2002-01-03 00:00:00",M,21,68.7,CTN-54
CC,421499669736736736,HERNANDEZ,SANCHEZ,MARTHA,CECILIA,"1982-04-15 00:00:00",F,40,63,BOG-50
CC,31411695737737737,RESTREPO,CARDONA,MARIA,DOLLY,"1964-12-27 00:00:00",F,58,55,CTN-55
CC,30310823738738738,GOMEZ,GIRALDO,ROSA,ADELA,"1967-01-23 00:00:00",F,56,54,BOG-51
CC,11129969154739739739,MONTOYA,CARDONA,JOHN,WILDER,"1990-01-15 00:00:00",M,33,96.7,CTN-56
CC,111299800994740740740,AGUDELO,CANO,NONE,DANIELA,"1993-10-04 00:00:00",F,29,52,BOG-52
CC,10054899915741741741,OLIVERA,GUTIERREZ,KATTY,YULIETH,"1990-02-10 00:00:00",F,33,66.8,CTN-57
CC,314118990742742742,RODAS,RESTREPO,MARIA,LUCERO,"1964-03-10 00:00:00",F,59,75,BOG-53
CC,31423254743743743,ESCOBAR,VARGAS,MARIA,MERCEDES,"1975-06-30 00:00:00",F,47,67,CTN-58
CC,10539969559744744744,ARCE,MAFLA,MARTHA,ISABEL,"1986-05-07 00:00:00",F,36,65,BOG-54
CC,31436464745745745,VELASQUEZ,FERNANDEZ,LEIDY,JOHANNA,"1984-08-10 00:00:00",F,38,75,CTN-59
CC,314126994746746746,FRANCO,GUEVARA,NONE,MARLELLY,"1967-11-08 00:00:00",F,55,62,BOG-55
CC,16209293747747747,GALLEGO,JARAMILLO,ALVARO,JESUS,"1958-02-19 00:00:00",M,65,75,CTN-60
CC,11141489965748748748,GARCIA,RAMIREZ,NONE,VALERIA,"2004-06-24 00:00:00",F,18,52,BOG-56
CC,11129962245749749749,GOMEZ,OSPINA,HEIDY,JULIANA,"1987-07-25 00:00:00",F,35,98,CTN-61
CC,10339964163750750750,RODRIGUEZ,CANO,LUISA,FERNANDA,"1993-04-29 00:00:00",F,29,105,BOG-57
CC,111299993932751751751,ARBOLEDA,LLANOS,MARLY,YOHANA,"1991-06-05 00:00:00",F,31,75,CTN-62
CC,1459905099752752752,GUTIERREZ,NONE,NONE,FERLEY,"1983-07-14 00:00:00",M,39,79.5,BOG-58
CC,111299699325753753753,JURADO,OROZCO,JESSICA,JOHANNA,"1989-05-28 00:00:00",F,33,81.6,CTN-63
CC,6239950754754754,ORDOEZ,BUITRAGO,JHON,FREDY,"1979-07-27 00:00:00",M,43,68,BOG-59
CC,111299919991755755755,GALLEGO,BERMUDEZ,NONE,YEFERSON,"1998-07-05 00:00:00",M,24,66.6,CTN-64
CC,1459919909756756756,FONSECA,RODAS,DANI,ANDRES,"1985-01-27 00:00:00",M,38,86,BOG-60
CC,3110853757757757,GONZALEZ,VASQUEZ,JOSE,GERMAN,"1965-05-21 00:00:00",M,57,68,CTN-65
CC,11129982044758758758,RAMIREZ,RINCON,ALVARO,ANTONIO,"1994-06-14 00:00:00",M,28,64.8,BOG-61
CC,10693029934759759759,MORENO,ROMERO,SANDRA,LILIANA,"1988-02-14 00:00:00",F,35,59,CTN-66
CC,111299994432760760760,SILVA,BARONA,DAVID,STEVEN,"1991-09-20 00:00:00",M,31,66,BOG-62
CC,9419199998761761761,CASTILLO,CALDERON,NONE,WILSON,"1968-09-15 00:00:00",M,54,83,CTN-67
CC,4516649762762762,VALENCIA,ESCOBAR,JOSE,FERNANDO,"1984-05-27 00:00:00",M,38,83,BOG-63
CC,1010010824763763763,ECHENIQUE,RINCON,JHONIER,HUMBERTO,"1987-03-16 00:00:00",M,36,66,CTN-68
CC,94262514764764764,COLORADO,MARIN,ANGEL,OSWALDO,"1969-07-13 00:00:00",M,53,55,BOG-64
CC,1114088214765765765,MUOZ,CORREA,DEICY,JOHANNA,"2004-04-11 00:00:00",F,18,60.7,CTN-69
CC,10052529900766766766,MENDOZA,AGUIRRE,ANGIE,PAOLA,"1996-09-20 00:00:00",F,26,82,BOG-65
CC,6284394767767767,GOMEZ,GIRALDO,NONE,ERBIN,"1977-04-18 00:00:00",M,45,53,CTN-70
CC,111299889995768768768,LATORRE,ORTIZ,HAMILTON,ALEJANDRO,"1996-09-07 00:00:00",M,26,96,BOG-66
CC,11129981198769769769,LOPEZ,VALENCIA,LEIDY,LORENA,"1993-11-30 00:00:00",F,29,65.9,CTN-71
CC,31416939770770770,DIAZ,CORREA,NONE,BEATRIZ,"1970-08-21 00:00:00",F,52,67,BOG-67
CC,111299994452771771771,RENGIFO,ARISTIZABAL,NONE,NATALIA,"1991-10-28 00:00:00",F,31,63,CTN-72
CC,162306996772772772,GARCIA,VALDES,NONE,MAURICIO,"1975-09-06 00:00:00",M,47,88.1,BOG-68
CC,31418418773773773,GAVIRIA,HEREDIA,RUBIELA,JESUS,"1972-07-04 00:00:00",F,50,78,CTN-73
CC,31419461774774774,ALDANA,TAMAYO,NONE,LILIANA,"1973-05-26 00:00:00",F,49,72.8,BOG-69
CC,11129993832775775775,VARELA,VANEGAS,ALEXANDRA,PATRICIA,"1999-07-21 00:00:00",F,23,54,CTN-74
CC,100999200776776776,MEJIA,LOPEZ,FREDY,NELSON,"1950-12-02 00:00:00",M,72,75,BOG-70
CC,1006291619777777777,RIVERA,GARCIA,NONE,VALENTINA,"2000-04-12 00:00:00",F,22,52,CTN-75
CC,31405285778778778,CHUJFI,POTTES,MARIA,JACIVY,"1962-11-15 00:00:00",F,60,64.6,BOG-71
CC,16843568779779779,TRIANA,VARGAS,EUCLIDES,RAMIRO,"1982-02-10 00:00:00",M,41,74,CTN-76
CC,11129991066780780780,CASTIBLANCO,CARDONA,JENNIFER,TATIANA,"1998-02-14 00:00:00",F,25,67,BOG-72
CC,294529986781781781,ZAPATA,URAN,MARIA,MARLENY,"1965-04-14 00:00:00",F,57,63,CTN-77
CC,11129986645782782782,ARANZAZO,CASTRO,KATHERIN,ANDREA,"1996-02-09 00:00:00",F,27,101,BOG-73
CC,1114148811783783783,SUAREZ,FIGUEROA,DANNA,CAMILA,"2004-07-08 00:00:00",F,18,101,CTN-78
CC,11129993195784784784,CASTAO,RAMIREZ,CLAUDIA,MILENA,"1999-03-09 00:00:00",F,24,41,BOG-74
CC,16230434785785785,VANEGAS,SERNA,JHONIER,FERNANDO,"1975-12-13 00:00:00",M,47,72,CTN-79
CC,11129981645786786786,QUICENO,SUAREZ,PAOLA,ANDREA,"1994-04-17 00:00:00",F,28,86,BOG-75
CC,14565629787787787,PUERTA,REINOSA,NONE,RICARDO,"1980-10-10 00:00:00",M,42,68,CTN-80
CC,4099991614788788788,CANO,FAJARDO,MARIA,JUDITH,"1964-11-19 00:00:00",F,58,82.7,BOG-76
CC,11129964264789789789,MONTEALEGRE,GALEANO,CARLOS,ANDRES,"1988-04-15 00:00:00",M,34,102,CTN-81
CC,11129968693790790790,MONCADA,AMESTICA,CLAUDIA,MARCELA,"1989-04-01 00:00:00",F,33,76,BOG-77
CC,1005828695791791791,VARGAS,SANCHEZ,ANDRES,FELIPE,"1997-10-27 00:00:00",M,25,135,CTN-82
CC,3139999992792792792,RAMIREZ,GALLON,ANA,MYRIAM,"1954-07-19 00:00:00",F,68,55.5,BOG-78
CC,314325999793793793,GOMEZ,PIEDRAHITA,ANGELICA,MARIA,"1982-12-30 00:00:00",F,40,57.8,CTN-83
PT,12929499794794794,ROJAS,RONDON,BRENYER,JESUS,"1998-04-14 00:00:00",M,24,53.1,BOG-79
CC,314158399795795795,RAMIREZ,MORALES,LUZ,ADRIANA,"1968-12-24 00:00:00",F,54,80,CTN-84
CC,4299990821796796796,FLOREZ,MARIN,ALBA,LUCIA,"1965-12-29 00:00:00",F,57,64,BOG-80
CC,1006050840797797797,CARMONA,GARCIA,JULIO,ERNESTO,"2001-05-14 00:00:00",M,21,63,CTN-85
CC,10099554026798798798,AGUIRRE,CALVO,NONE,VERONICA,"2001-01-01 00:00:00",F,22,55.4,BOG-81
CC,11141490991799799799,CORREA,FLOREZ,NONE,SARITA,"2004-09-10 00:00:00",F,18,54.2,CTN-86
CC,10062465699800800800,MARIN,QUINTERO,JORGE,ELIECER,"1997-06-02 00:00:00",M,25,71,BOG-82
CC,16224446801801801,TOBON,YEPEZ,HERNEY,JESUS,"1970-07-20 00:00:00",M,52,58,CTN-87
CC,10899918641802802802,ARREDONDO,JARAMILLO,JOHANNA,ALEXANDRA,"1987-12-08 00:00:00",F,35,46,BOG-83
CC,11129988094803803803,ROMAN,BOLIVAR,NONE,JIMENA,"1996-08-22 00:00:00",F,26,63,CTN-88
CC,11129994844804804804,BARAJAS,JAIMES,NONE,MARLON,"1987-09-28 00:00:00",M,35,70,BOG-84
CC,31404022805805805,OSPINA,PIEROS,LUZ,ESTELLA,"1961-12-27 00:00:00",F,61,56.7,CTN-89
CC,145699195806806806,BAUTISTA,GALVIZ,DIEGO,JULIAN,"1982-04-29 00:00:00",M,40,89,BOG-85
CC,1055609999807807807,MANYOMA,GARCIA,NONE,CIPRIANO,"1964-05-14 00:00:00",M,58,66,CTN-90
CC,16215846808808808,VARGAS,PEREZ,NONE,JULIO,"1963-01-28 00:00:00",M,60,80,BOG-86
CC,293838899809809809,GRAJALES,"DE GARCES",NONE,IDALIA,"1948-09-10 00:00:00",F,74,48.6,CTN-91
CC,1090050032810810810,VARGAS,ARENAS,CARLOS,MARIO,"2004-08-13 00:00:00",M,18,77,BOG-87
CC,6133553811811811,OTALVARO,RAMIREZ,JOSE,EVERARDO,"1963-10-01 00:00:00",M,59,80,CTN-92
CC,314324990812812812,HERRERA,BERNAL,SANDRA,MILENA,"1982-07-24 00:00:00",F,40,88.3,BOG-88
CC,162149946813813813,VELEZ,OCAMPO,NONE,OMAR,"1961-04-27 00:00:00",M,61,69,CTN-93
CC,1114148954814814814,TORDECILLA,DIAZ,JORGE,MARIO,"2004-08-15 00:00:00",M,18,56,BOG-89
CC,31406943815815815,LOAIZA,VALENCIA,LUZ,DARY,"1963-10-13 00:00:00",F,59,70,CTN-94
CC,149988994816816816,NIETO,RINCON,NONE,JAIRO,"1953-10-11 00:00:00",M,69,66,BOG-90
CC,1114088618817817817,GALLEGO,RIVERA,NINY,JOHANA,"1986-04-19 00:00:00",F,36,63.9,CTN-95
CC,1114095630818818818,POSADA,PEA,ANYI,DANIELA,"1999-03-02 00:00:00",F,24,91,BOG-91
CC,1006291354819819819,HOLGUIN,BERNAL,NONE,EMILY,"2000-11-14 00:00:00",F,22,53,CTN-96
CC,318422992820820820,VALDERRAMA,MILLAN,NONE,MARIELA,"1956-09-18 00:00:00",F,66,57,BOG-92
CC,314013992821821821,BOLIVAR,VELEZ,LUZ,ANGELA,"1960-08-12 00:00:00",F,62,74,CTN-97
CC,111299998124822822822,GIRALDO,GIRALDO,MARIA,YESENIA,"1992-12-11 00:00:00",F,30,72,BOG-93
CC,162189969823823823,CARVAJAL,PEARANDA,NONE,RODOLFO,"1965-03-24 00:00:00",M,58,68,CTN-98
CC,31429056824824824,MOSQUERA,HURTADO,LUZ,ADELIS,"1974-04-05 00:00:00",F,48,63,BOG-94
CC,1088349966825825825,RAMIREZ,VILLADA,NONE,SOFIA,"1998-07-17 00:00:00",F,24,59,CTN-99
CC,162299853826826826,PADILLA,MORENO,NONE,WEIMAR,"1973-06-13 00:00:00",M,49,68,BOG-95
CC,313962999827827827,VILLARREAL,YEPES,NONE,NELLY,"1957-12-25 00:00:00",F,65,55,CTN-100
PT,5603203828828828,RAMIREZ,YANEZ,YOHANA,DANIELA,"1991-07-26 00:00:00",F,31,68.3,BOG-96
CC,11129963023829829829,MARTINEZ,BLANDON,LINA,MARIELLY,"1987-07-12 00:00:00",F,35,69,CTN-101
CC,100899099830830830,NARANJO,RINCON,LUIS,ALBERTO,"1956-02-10 00:00:00",M,67,66,BOG-97
CC,111299999308831831831,HERNANDEZ,URREA,DAVINSON,ANDRES,"1993-06-13 00:00:00",M,29,81,CTN-102
CC,291536994832832832,RINCON,VALENCIA,NONE,ELISBER,"1945-06-25 00:00:00",F,77,54,BOG-98
CC,29393642833833833,VALENCIA,VALLE,NONE,MARITZA,"1951-12-13 00:00:00",F,71,78,CAL-02
CC,11129980610834834834,LUGO,AMARILES,MANUEL,ALEJANDRO,"1993-10-20 00:00:00",M,29,67,MED-03
CC,31399819835835835,HERNANDEZ,RIOS,BLANCA,MARGARITA,"1957-02-05 00:00:00",F,66,41,MZL-04
CC,11129990262836836836,RAMIREZ,GARCIA,MARIA,SIRLEY,"1997-09-22 00:00:00",F,25,87,CAL-03
CC,10160994453837837837,MESA,HENAO,DAYANA,ANDREA,"1995-01-16 00:00:00",F,28,66,MED-04
CC,31430150838838838,ARBOLEDA,GIRALDO,ADRIANA,MARIA,"1981-06-11 00:00:00",F,41,71.1,MZL-05
CC,1193129593839839839,GONZALEZ,PULGARIN,JORGE,ALEJANDRO,"2002-12-10 00:00:00",M,20,67,CAL-04
CC,10024803840840840,GOMEZ,ARBOLEDA,PAULO,ANDRES,"1975-04-29 00:00:00",M,47,75.5,MED-05
CC,1088825005841841841,MUOZ,CARDONA,LUIS,FERNANDO,"2004-07-08 00:00:00",M,18,54,MZL-06
CC,10142396842842842,GUZMAN,GRAJALES,JOSE,YOVANY,"1972-01-07 00:00:00",M,51,104,CAL-05
CC,6208502843843843,VELASQUEZ,CORTES,NONE,ELMER,"1950-04-27 00:00:00",M,72,63.6,MED-06
CC,11129965128844844844,OSPINA,MARLES,MONICA,JIMENA,"1988-04-25 00:00:00",F,34,63,MZL-07
CC,314241999845845845,ESCARPETA,MARULANDA,NONE,BELLANIR,"1977-01-06 00:00:00",F,46,57,CAL-06
CC,11323831846846846,DIAZ,DIAZ,NONE,WILLIAN,"1975-08-23 00:00:00",M,47,59,MED-07
CC,100993994809847847847,MORA,AMAYA,NONE,DANIELA,"2000-05-09 00:00:00",F,22,72,MZL-08
CC,299444343848848848,RODRIGUEZ,ENRIQUEZ,PAOLA,EMILSE,"1981-05-30 00:00:00",F,41,59.4,CAL-07
CC,11129984948849849849,VELEZ,ZARRAZOLA,KATHERINE,VANESSA,"1995-06-06 00:00:00",F,27,60.4,MED-08
CC,29463845850850850,ALARCON,AMARILES,NONE,IRMA,"1967-03-16 00:00:00",F,56,64,MZL-09
CC,145699383851851851,AGUDELO,NONE,NONE,DUBERNEY,"1982-01-09 00:00:00",M,41,58.9,CAL-08
CC,31429846852852852,ARIAS,SERNA,DALIA,MARIA,"1980-04-26 00:00:00",F,42,65.2,MED-09
CC,10996386990853853853,MOSQUERA,PEREA,JHON,FREDI,"1997-07-23 00:00:00",M,25,72,MZL-10
CC,303599898854854854,GALLEGO,BETANCUR,MARTHA,LILIANA,"1978-06-08 00:00:00",F,44,57,CAL-09
CC,668993382855855855,YEPES,VARGAS,DORA,JANET,"1980-09-13 00:00:00",F,42,94.8,MED-10
CC,31425002856856856,VINASCO,CUARTAS,LUZ,ADRIANA,"1977-05-06 00:00:00",F,45,71,MZL-11
CC,25245230857857857,"DEL RIO",NARANJO,LUZ,MARINA,"1962-05-24 00:00:00",F,60,70,CAL-10
CC,1112905268858858858,HENAO,TORO,CLAUDIA,LORENA,"1990-05-04 00:00:00",F,32,62.3,MED-11
CC,10046818299859859859,JIMENEZ,ROMAN,ANDRES,FELIPE,"2001-08-29 00:00:00",M,21,98,MZL-12
CC,162099463860860860,VASQUEZ,MARIN,LUIS,HUMBERTO,"1957-11-02 00:00:00",M,65,84,CAL-11
CC,11129988934861861861,GIRALDO,RODAS,NONE,VALERIA,"1997-01-03 00:00:00",F,26,69,MED-12
CC,14569352862862862,CANO,QUICENO,HEBER,FELIX,"1983-11-06 00:00:00",M,39,83,MZL-13
CC,11129968912863863863,MEJIA,ANGEL,NONE,JULIANA,"1989-12-27 00:00:00",F,33,60,CAL-12
CC,314049912864864864,LLANOS,VALENCIA,NONE,ELIZABETH,"1962-10-04 00:00:00",F,60,61,MED-13
CC,1006319683865865865,JARAMILLO,SEPULVEDA,JHONATAN,EDUARDO,"2001-01-29 00:00:00",M,22,99.5,MZL-14
CC,31434999866866866,JIMENEZ,GALVIS,LEIDY,LORENA,"1984-05-26 00:00:00",F,38,65,CAL-13
CC,111299999354867867867,ZULETA,GOMEZ,MARIA,MERCEDES,"1993-07-06 00:00:00",F,29,53,MED-14
CC,11129980265868868868,ALVAREZ,ARISTIZABAL,LISETH,DAYANA,"1993-10-29 00:00:00",F,29,87.5,MZL-15
CC,29394690869869869,RAMIREZ,PELAEZ,ALBA,RUTH,"1969-09-08 00:00:00",F,53,60,CAL-14
CC,249532699870870870,CARDONA,MARULANDA,NONE,MELVA,"1951-04-23 00:00:00",F,71,53,MED-15
CC,25202543871871871,MONTOYA,VILLA,MARIA,DARY,"1972-09-27 00:00:00",F,50,81.5,MZL-16
CC,29940856872872872,VALDERRAMA,RAMIREZ,NONE,JACQUELINE,"1974-08-01 00:00:00",F,48,68,CAL-15
CC,66866890873873873,DIAZ,AGUDELO,CLAUDIA,PATRICIA,"1983-08-21 00:00:00",F,39,89,MED-16
CC,31412894874874874,DIAZ,CORTES,GLORIA,PATRICIA,"1968-01-17 00:00:00",F,55,68,MZL-17
CC,303249993875875875,GUTIERREZ,ORTIZ,BEATRIZ,LORENA,"1972-10-31 00:00:00",F,50,62,CAL-16
CC,31410213876876876,POLANIA,GAAN,MARIA,EUCARIS,"1966-07-03 00:00:00",F,56,56,MED-17
CC,314319995877877877,GAVIRIA,SALDARRIAGA,NONE,ARELIS,"1981-01-05 00:00:00",F,42,46,MZL-18
CC,111299991280878878878,URREA,ALZATE,CRISTIAN,CAMILO,"1990-08-12 00:00:00",M,32,65,CAL-17
CC,11433995264879879879,MESA,BETIN,MARIA,CLAUDIA,"1994-07-15 00:00:00",F,28,82.5,MED-18
CC,314253899880880880,AGUDELO,NONE,LUZ,ESTELLA,"1977-12-11 00:00:00",F,45,68.7,MZL-19
CC,1456991899881881881,RODRIGUEZ,RAMIREZ,NONE,ALEJANDRO,"1982-04-15 00:00:00",M,40,90,CAL-18
CC,94262531882882882,ESTRADA,RIOS,JOHN,FREDIS,"1971-03-21 00:00:00",M,52,70,MED-19
CC,199630495883883883,CALDERON,AROCA,NONE,IVAN,"1959-07-22 00:00:00",M,63,96,MZL-20
CC,111299998293884884884,ONEL,BECERRA,NONE,YENIFER,"1993-02-18 00:00:00",F,30,59.8,CAL-19
CC,111299899491885885885,GIL,GONZALEZ,NONE,DANIELA,"1996-06-17 00:00:00",F,26,65.6,MED-20
CC,1010113495886886886,ORTEGA,MORENO,ILIANA,GISELA,"2000-09-10 00:00:00",F,22,52,MZL-21
CC,100099299533887887887,NARANJO,CAAS,YULI,VANESSA,"2000-10-27 00:00:00",F,22,84,CAL-20
CC,24992820888888888,YEPES,GONZALEZ,MIGUEL,ANGEL,"1972-05-25 00:00:00",M,50,77,MED-21
CC,291598991889889889,HERNANDEZ,OSPINA,NONE,MARYURI,"1984-03-29 00:00:00",F,39,74,MZL-22
CC,24994382890890890,ECHAVARRIA,ZAPATA,LUBIAN,ALBERTO,"1980-04-11 00:00:00",M,42,85,CAL-21
CC,100993995048891891891,HENAO,AGUIRRE,JUAN,CAMILO,"1997-01-03 00:00:00",M,26,78.6,MED-22
CC,109952149981892892892,ZAMORA,QUESADA,OSCAR,ANDRES,"1986-06-18 00:00:00",M,36,83,MZL-23
CC,31426808893893893,VALENCIA,MARIN,LUZ,ARLEDY,"1979-01-06 00:00:00",F,44,67.8,CAL-22
